table_id,col_idx,class,class_id,data
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00061-ip-10-236-191-2.ec2.internal.json.gz_1780-Transcoding APIs and Mash_PZRBB7VTKAJEAXFF,2,category,11,Video Encoding Video Messaging Video
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00339-ip-10-236-191-2.ec2.internal.json.gz_2641-TFRRS | Track & Field Res_7E3ECXRBC7TPQATG,0,name,46,"Casey, Patrick Farrell, Thomas Erassa, Kirubel Stilin, Joseph Clarkson, Fabian Moskowitz, Shane Campbell, Kemoy Fout, Michael Wallace, Cale Smith, Neal Botezan, Raul"
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00339-ip-10-236-191-2.ec2.internal.json.gz_2641-TFRRS | Track & Field Res_7E3ECXRBC7TPQATG,1,year,77,SR-4 SR-4 JR-3 SR-4 SO-2 JR-3 JR-3 SR-4 FR-1 JR-3 SR-4
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00339-ip-10-236-191-2.ec2.internal.json.gz_2641-TFRRS | Track & Field Res_7E3ECXRBC7TPQATG,2,team,73,Oklahoma Oklahoma State Oklahoma State Texas Oklahoma State Oklahoma State Arkansas Florida State Arkansas Oklahoma State Oklahoma State
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00154-ip-10-236-191-2.ec2.internal.json.gz_1388-Ranking List Skier Perfor_7T6EDECBX44OHMRX,0,name,46,JOLY Frederic JOLY Frederic JOLY Frederic JOLY Frederic JOLY Frederic JOLY Frederic JOLY Frederic JOLY Frederic JOLY Frederic JOLY Frederic JOLY Frederic JOLY Frederic
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00154-ip-10-236-191-2.ec2.internal.json.gz_1388-Ranking List Skier Perfor_7T6EDECBX44OHMRX,1,country,22,FRA FRA FRA FRA FRA FRA FRA FRA FRA FRA FRA FRA
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00154-ip-10-236-191-2.ec2.internal.json.gz_1388-Ranking List Skier Perfor_7T6EDECBX44OHMRX,2,sex,68,M M M M M M M M M M M M
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00154-ip-10-236-191-2.ec2.internal.json.gz_1388-Ranking List Skier Perfor_7T6EDECBX44OHMRX,3,class,13,L L L L L L L L L L L L
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_1904-Rosen Raychev Bio, Stats,_HFA2DHKHSR643KQN",0,age,3,33 33
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_1904-Rosen Raychev Bio, Stats,_HFA2DHKHSR643KQN",1,city,12,Sydney Sydney
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_1904-Rosen Raychev Bio, Stats,_HFA2DHKHSR643KQN",2,team,73,Bulgaria Bulgaria
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_1904-Rosen Raychev Bio, Stats,_HFA2DHKHSR643KQN",3,rank,60,13 13
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00197-ip-10-236-191-2.ec2.internal.json.gz_3010-WebTrac Activity Search-2_6UJHBFUSMK3SIAD6,0,description,29,Intro Foil Fencing Intro Foil Fencing
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00197-ip-10-236-191-2.ec2.internal.json.gz_3010-WebTrac Activity Search-2_6UJHBFUSMK3SIAD6,1,location,44,Waters-Moss Waters-Moss
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00197-ip-10-236-191-2.ec2.internal.json.gz_3010-WebTrac Activity Search-2_6UJHBFUSMK3SIAD6,2,status,71,Unavailable Unavailable
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00197-ip-10-236-191-2.ec2.internal.json.gz_3010-WebTrac Activity Search-2_6UJHBFUSMK3SIAD6,3,gender,37,Co-ed Co-ed
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00155-ip-10-236-191-2.ec2.internal.json.gz_1576-Sale View All - Juicy Cou_PDUQIKYSTZQZXKJS,0,age,3,12M 18M 24M
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00155-ip-10-236-191-2.ec2.internal.json.gz_1576-Sale View All - Juicy Cou_PDUQIKYSTZQZXKJS,1,weight,76,17-22 lbs 22-27 lbs 27-30 lbs
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00155-ip-10-236-191-2.ec2.internal.json.gz_1576-Sale View All - Juicy Cou_PDUQIKYSTZQZXKJS,2,weight,76,7.7-9.9 kgs 9.9-12.2 kgs 12.2-13.6 kgs
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_427-List of Public Companies W_JNQLGXIGNZHKGRBO,0,symbol,72,BNFS11:BZ GMSTR:TI NAV:CN ANGLF:US NNA:US NM:US 3NT:GR NAP:US 5NM:GR NMM:US 3PX:GR NAV:US IHR:GR NEFB:US NVC:CN NVCN:US
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_427-List of Public Companies W_JNQLGXIGNZHKGRBO,1,company,19,BANRISUL NOVAS FRONTEIRAS FI ISTANBUL SILVER TYPE B ETF NAVASOTA RESOURCES INC NAVASOTA RESOURCES INC NAVIOS MARITIME ACQUISITION NAVIOS MARITIME HOLDINGS INC NAVIOS MARITIME HOLDINGS INC NAVIOS MARITIME MIDSTREAM PA NAVIOS MARITIME MIDSTREAM PA NAVIOS MARITIME PARTNERS LP NAVIOS MARITIME PARTNERS LP NAVISTAR INTERNATIONAL CORP NAVISTAR INTERNATIONAL CORP NEFFS BANCORP INC/PA NEOVASC INC NEOVASC INC
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00312-ip-10-236-191-2.ec2.internal.json.gz_427-List of Public Companies W_JNQLGXIGNZHKGRBO,2,country,22,BR TR CA US US US DE US DE US DE US DE US CA US
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00107-ip-10-236-191-2.ec2.internal.json.gz_1329-ESRL Global Monitoring Di_LEUTYGE43HUIHCHT,0,category,11,Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases Greenhouse Gases
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00107-ip-10-236-191-2.ec2.internal.json.gz_1329-ESRL Global Monitoring Di_LEUTYGE43HUIHCHT,1,name,46,C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2)) C13/C12 in Carbon Dioxide (d13C (CO2))
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00107-ip-10-236-191-2.ec2.internal.json.gz_1329-ESRL Global Monitoring Di_LEUTYGE43HUIHCHT,2,type,75,Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask Flask
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00107-ip-10-236-191-2.ec2.internal.json.gz_1329-ESRL Global Monitoring Di_LEUTYGE43HUIHCHT,3,year,77,Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple Multiple
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00267-ip-10-236-191-2.ec2.internal.json.gz_1248-Maps, Weather, Videos, an_KCKU4UDEBVXEZA7A",0,code,16,EPPL EPWK EPLL
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00267-ip-10-236-191-2.ec2.internal.json.gz_1248-Maps, Weather, Videos, an_KCKU4UDEBVXEZA7A",1,name,46,Plock Airport WÅocÅawek-Kruszyn Airport LUBLINEK
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00267-ip-10-236-191-2.ec2.internal.json.gz_1248-Maps, Weather, Videos, an_KCKU4UDEBVXEZA7A",2,city,12,WÅocÅawek Lodz
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00147-ip-10-236-191-2.ec2.internal.json.gz_1916-1992 USMS Top 10 LCM for _VPNUGMKHQ3MRFM4E,0,name,46,Steve E Clark Andrew M McPherson Richard Woodrow Robert Strand James E Elder Andrew M McPherson Steve E Clark Richard Woodrow John R Sultan Andrew M McPherson Bob Momsen David J Gray John R Sultan Edward G Cazalet Bob Momsen David J Gray Edward G Cazalet Edward Rudloff Jr Bob Momsen David J Gray Andrew M McPherson Edward Rudloff Jr Tom D Hendrey Andrew M McPherson David J Gray Tom D Hendrey James Beglinger Richard M Burns Andrew M McPherson James Beglinger Steve E Clark Robert Strand Richard M Burns James Beglinger Edward G Cazalet Richard M Burns James Beglinger Andrew M McPherson Edward G Cazalet James P King Robert Strand Thomas Boak G Paul Menyharth Gary J Parlapiano Robert Strand Thomas Boak Gary J Parlapiano G Paul Menyharth John R Sultan Robert Strand John R Sultan Gary J Parlapiano Thomas Boak Andrew M McPherson Steve E Clark Richard Woodrow Andrew M McPherson Richard M Burns Edward Rudloff Jr Andrew M McPherson Leland Faust Edward Rudloff Jr John R Sultan Bob Momsen Andrew M McPherson Robert Strand John R Sultan James Beglinger Bob Momsen John R Sultan James Beglinger
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00147-ip-10-236-191-2.ec2.internal.json.gz_1916-1992 USMS Top 10 LCM for _VPNUGMKHQ3MRFM4E,1,age,3,49 45 48 46 49 45 49 48 45 45 45 46 45 49 45 46 49 45 45 46 45 45 45 45 46 45 46 49 45 46 49 46 49 46 49 49 46 45 49 45 46 48 45 45 46 48 45 45 45 46 45 45 48 45 49 48 45 49 45 45 45 45 45 45 45 46 45 46 45 45 46
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00147-ip-10-236-191-2.ec2.internal.json.gz_1916-1992 USMS Top 10 LCM for _VPNUGMKHQ3MRFM4E,2,club,15,TOC DAM SOLO TOC TOC DAM TOC SOLO CRUZ DAM TOC LAM CRUZ LAM TOC LAM LAM TOC TOC LAM DAM TOC WCM DAM LAM WCM TOC TAM DAM TOC TOC TOC TAM TOC LAM TAM TOC DAM LAM WCM TOC LAM USF TAM TOC LAM TAM USF CRUZ TOC CRUZ TAM LAM DAM TOC SOLO DAM TAM TOC DAM TOC TOC CRUZ TOC DAM TOC CRUZ TOC TOC CRUZ TOC
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00241-ip-10-236-191-2.ec2.internal.json.gz_81-CnA Collection-15_HBOHNZBZRWJVETLP,0,code,16,19126 19126 19126
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00241-ip-10-236-191-2.ec2.internal.json.gz_81-CnA Collection-15_HBOHNZBZRWJVETLP,1,weight,76,130 125 119
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00241-ip-10-236-191-2.ec2.internal.json.gz_81-CnA Collection-15_HBOHNZBZRWJVETLP,2,brand,9,Disney Disney Disney
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00072-ip-10-236-191-2.ec2.internal.json.gz_2526-WebTrac Activity Search-0_OTO24TITSZJXBRSR,0,description,29,Okinawan Karate-Sept Okinawan Karate-Oct Okinawan Karate-Nov Okinawan Karate-Dec
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00072-ip-10-236-191-2.ec2.internal.json.gz_2526-WebTrac Activity Search-0_OTO24TITSZJXBRSR,1,location,44,Waters-Moss Waters-Moss Waters-Moss Waters-Moss
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00072-ip-10-236-191-2.ec2.internal.json.gz_2526-WebTrac Activity Search-0_OTO24TITSZJXBRSR,2,status,71,Unavailable Unavailable Unavailable Unavailable
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00072-ip-10-236-191-2.ec2.internal.json.gz_2526-WebTrac Activity Search-0_OTO24TITSZJXBRSR,3,gender,37,Co-ed Co-ed Co-ed Co-ed
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00147-ip-10-236-191-2.ec2.internal.json.gz_1757-Gérard Fenouil Bio, Stats_BCATYW6SNA2NEOLX",0,age,3,23 23 23
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00147-ip-10-236-191-2.ec2.internal.json.gz_1757-Gérard Fenouil Bio, Stats_BCATYW6SNA2NEOLX",1,city,12,Ciudad de México Ciudad de México Ciudad de México
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00147-ip-10-236-191-2.ec2.internal.json.gz_1757-Gérard Fenouil Bio, Stats_BCATYW6SNA2NEOLX",2,country,22,France France France
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00147-ip-10-236-191-2.ec2.internal.json.gz_1757-Gérard Fenouil Bio, Stats_BCATYW6SNA2NEOLX",3,rank,60,7 4 1
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_2931-WebTrac Activity Search-2_47QGMXN25MUQKGDD,0,description,29,Intro Foil Fencing Intro Foil Fencing
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_2931-WebTrac Activity Search-2_47QGMXN25MUQKGDD,1,location,44,Waters-Moss Waters-Moss
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_2931-WebTrac Activity Search-2_47QGMXN25MUQKGDD,2,status,71,Unavailable Unavailable
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_2931-WebTrac Activity Search-2_47QGMXN25MUQKGDD,3,gender,37,Co-ed Co-ed
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00154-ip-10-236-191-2.ec2.internal.json.gz_1843-Steph Rice Bio, Stats, an_6EELW7LMNCLSZKJE",0,age,3,20 20 20 24 24 24
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00154-ip-10-236-191-2.ec2.internal.json.gz_1843-Steph Rice Bio, Stats, an_6EELW7LMNCLSZKJE",1,city,12,Beijing Beijing Beijing London London London
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00154-ip-10-236-191-2.ec2.internal.json.gz_1843-Steph Rice Bio, Stats, an_6EELW7LMNCLSZKJE",2,country,22,Australia Australia Australia Australia Australia Australia
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00154-ip-10-236-191-2.ec2.internal.json.gz_1843-Steph Rice Bio, Stats, an_6EELW7LMNCLSZKJE",3,rank,60,1 2 2 4 5 3
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00038-ip-10-236-191-2.ec2.internal.json.gz_2197-2011 USMS Top 10 SCM for _XK4DXKDCAOSMMBEU,0,name,46,Diann B Uustal Joy Ward Jeannie R Mitchell Mary M Pohlmann Jackie M Marr Ginger L Pierson Barbara Frid Barbara E Goltz Christine Jorgensen Jane Katz
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00038-ip-10-236-191-2.ec2.internal.json.gz_2197-2011 USMS Top 10 SCM for _XK4DXKDCAOSMMBEU,1,age,3,65 69 65 66 68 65 69 65 66 68
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00038-ip-10-236-191-2.ec2.internal.json.gz_2197-2011 USMS Top 10 SCM for _XK4DXKDCAOSMMBEU,2,club,15,MESC OREG GOLD SLAM SDSM OREG OREG FACT MARY AGUA
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_1586-Designer Clothing and Acc_EBB7EXKOZETS3EBY,0,age,3,12M 18M 24M
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_1586-Designer Clothing and Acc_EBB7EXKOZETS3EBY,1,weight,76,17-22 lbs 22-27 lbs 27-30 lbs
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00328-ip-10-236-191-2.ec2.internal.json.gz_1586-Designer Clothing and Acc_EBB7EXKOZETS3EBY,2,weight,76,7.7-9.9 kgs 9.9-12.2 kgs 12.2-13.6 kgs
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00241-ip-10-236-191-2.ec2.internal.json.gz_89-CnA Collection-73_QOSML4UIHENU7GZX,0,code,16,18334 18334
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00241-ip-10-236-191-2.ec2.internal.json.gz_89-CnA Collection-73_QOSML4UIHENU7GZX,1,weight,76,325 299
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00241-ip-10-236-191-2.ec2.internal.json.gz_89-CnA Collection-73_QOSML4UIHENU7GZX,2,brand,9,Disney Disney
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00011-ip-10-236-191-2.ec2.internal.json.gz_1420-Ranking List Skier Perfor_RI7NNSPUTA2VVYYX,0,name,46,HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor HRUBY Libor
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00011-ip-10-236-191-2.ec2.internal.json.gz_1420-Ranking List Skier Perfor_RI7NNSPUTA2VVYYX,1,country,22,CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE CZE
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00011-ip-10-236-191-2.ec2.internal.json.gz_1420-Ranking List Skier Perfor_RI7NNSPUTA2VVYYX,2,sex,68,M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00011-ip-10-236-191-2.ec2.internal.json.gz_1420-Ranking List Skier Perfor_RI7NNSPUTA2VVYYX,3,class,13,L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L L R R R R R R R R
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00166-ip-10-236-191-2.ec2.internal.json.gz_1963-Fast Cards Louisiana Down_OV4UUNBK6XEJUVKX,0,age,3,5 4 7 6 6 4 5
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00166-ip-10-236-191-2.ec2.internal.json.gz_1963-Fast Cards Louisiana Down_OV4UUNBK6XEJUVKX,1,weight,76,9-0 9-0 9-0 9-0 9-0 9-0 9-0
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00166-ip-10-236-191-2.ec2.internal.json.gz_1963-Fast Cards Louisiana Down_OV4UUNBK6XEJUVKX,2,jockey,42,J Hamilton G Medina D Alvarez M Rubalcava G Ortiz B Ransom R Edison
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00026-ip-10-236-191-2.ec2.internal.json.gz_336-ESRL Global Monitoring Div_ZOSGP55YO74JQNDA,0,category,11,Greenhouse Gases Greenhouse Gases
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00026-ip-10-236-191-2.ec2.internal.json.gz_336-ESRL Global Monitoring Div_ZOSGP55YO74JQNDA,1,name,46,Methane (CH4) Methane (CH4)
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00026-ip-10-236-191-2.ec2.internal.json.gz_336-ESRL Global Monitoring Div_ZOSGP55YO74JQNDA,2,type,75,Flask Flask
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00026-ip-10-236-191-2.ec2.internal.json.gz_336-ESRL Global Monitoring Div_ZOSGP55YO74JQNDA,3,year,77,Multiple Multiple
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00079-ip-10-236-191-2.ec2.internal.json.gz_1359-Ranking List Skier Perfor_KYGEXEG5LFCW7L7N,0,name,46,PATSCHKE Matthias PATSCHKE Matthias PATSCHKE Matthias PATSCHKE Matthias PATSCHKE Matthias PATSCHKE Matthias PATSCHKE Matthias PATSCHKE Matthias PATSCHKE Matthias PATSCHKE Matthias PATSCHKE Matthias PATSCHKE Matthias
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00079-ip-10-236-191-2.ec2.internal.json.gz_1359-Ranking List Skier Perfor_KYGEXEG5LFCW7L7N,1,country,22,GER GER GER GER GER GER GER GER GER GER GER GER
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00079-ip-10-236-191-2.ec2.internal.json.gz_1359-Ranking List Skier Perfor_KYGEXEG5LFCW7L7N,2,sex,68,M M M M M M M M M M M M
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00079-ip-10-236-191-2.ec2.internal.json.gz_1359-Ranking List Skier Perfor_KYGEXEG5LFCW7L7N,3,class,13,L L L L L L L L L L L L
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00007-ip-10-236-191-2.ec2.internal.json.gz_1458-Ranking List Skier Perfor_5S76HBYLHMFGFQWS,0,name,46,KHMIALNITSKAYA Katsiaryna KHMIALNITSKAYA Katsiaryna KHMIALNITSKAYA Katsiaryna KHMIALNITSKAYA Katsiaryna
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00007-ip-10-236-191-2.ec2.internal.json.gz_1458-Ranking List Skier Perfor_5S76HBYLHMFGFQWS,1,country,22,BLR BLR BLR BLR
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00007-ip-10-236-191-2.ec2.internal.json.gz_1458-Ranking List Skier Perfor_5S76HBYLHMFGFQWS,2,sex,68,F F F F
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00007-ip-10-236-191-2.ec2.internal.json.gz_1458-Ranking List Skier Perfor_5S76HBYLHMFGFQWS,3,class,13,L L L L
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00339-ip-10-236-191-2.ec2.internal.json.gz_1475-Latest Fashion Clothing &_VM2MQFQDRB23GCSB,0,age,3,12M 18M 24M
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00339-ip-10-236-191-2.ec2.internal.json.gz_1475-Latest Fashion Clothing &_VM2MQFQDRB23GCSB,1,weight,76,17-22 lbs 22-27 lbs 27-30 lbs
webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00339-ip-10-236-191-2.ec2.internal.json.gz_1475-Latest Fashion Clothing &_VM2MQFQDRB23GCSB,2,weight,76,7.7-9.9 kgs 9.9-12.2 kgs 12.2-13.6 kgs
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00026-ip-10-236-191-2.ec2.internal.json.gz_1636-Night Train on KUSP, Sant_WLJXKEWZOD7W764K",0,duration,31,4:05 5:45 4:55 2:50 6:15 4:38 3:11 4:53 11:15 5:01 5:30 3:57 11:12 3:25 5:27 4:12 2:27 3:01 2:53 2:59 4:38 5:09 4:17
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00026-ip-10-236-191-2.ec2.internal.json.gz_1636-Night Train on KUSP, Sant_WLJXKEWZOD7W764K",1,artist,6,"Arturo Sandoval Joe Cano Cal Tjader Lalo Guerrero Spanish Harlem Orchestra Ibrahim Ferrer Omara Portuondo Ibrahim Ferrer Ahmad Jamal Cassandra Wilson Sarah Vaughan Hot Club Of Hulaville Keith Jarrett/Charlie Haden Lou Rawls, Les McCann Regina Carter Manhattan Transfer Charnett Moffett Dinah Washington Louis Prima Lena Horne Esperanza Spalding Aretha Franklin Antonio Adolfo,Carol Saboya"
"webtables2/K1_multi-col/0_1438042987171.38;warc;CC-MAIN-20150728002307-00026-ip-10-236-191-2.ec2.internal.json.gz_1636-Night Train on KUSP, Sant_WLJXKEWZOD7W764K",2,album,4,Time For Love Best Of Joe Cano Cal Tjader's Greatest Hits Pachuco Boogie Viva La Tradicion Buena Vista Social Club Presents Buena Vista Social Club Presents Buena Vista Social Club Presents Olympia 2000 New Moon Daughter Sarah Vaughan with Clifford Brown Django Would Go Jasmine Lou Rawls Les McCann LTD. reverse thread Vocalese Treasure Queen: The Msuic Of Dinah Washington Just a Gigolo Lena Horne:Soul Chamber Msuic Society The Songs Of West Side Story Here and There
